  13.730,  25.990,  17.470,  46.490,  19.210,  26.800,  22.450,  58.050,  37.150, 108.000,  34.670,   6.320,  26.630,  30.560,  16.390,  10.370,  86.450,  59.260,  16.680, 
  12.530,  24.240,  15.660,  44.300,  18.310,  26.840,  21.680,  55.560,  36.850, 106.800,  33.980,   6.150,  26.600,  30.575,  16.120,  10.400,  81.500,  58.900,  15.750, 
  11.500,  23.600,  15.420,  44.650,  18.500,  26.560,  21.800,  54.500,  35.000, 106.300,  33.800,   5.750,  27.200,  30.200,  15.810,  10.150,  81.350,  58.800,  15.770, 
  11.260,  24.290,  15.400,  44.000,  18.610,  26.680,  21.420,  55.200,  36.210, 106.630,  32.920,   5.760,  27.190,  29.900,  16.040,   9.580,  78.000,  58.880,  15.890, 
  11.240,  25.450,  15.260,  44.140,  17.060,  26.200,  22.550,  54.960,  36.960, 103.910,  32.310,   5.800,  27.060,  30.325,  15.920,   9.220,  79.500,  58.390,  15.350, 
  12.520,  27.360,  16.250,  45.490,  16.760,  26.250,  23.440,  58.610,  37.200, 104.990,  32.520,   6.020,  26.720,  30.565,  16.180,   9.750,  81.750,  59.150,  16.650, 
  13.300,  28.000,  16.090,  45.830,  17.690,  26.800,  23.950,  57.280,  37.250, 107.380,  33.570,   6.250,  27.000,  30.070,  16.350,   9.760,  80.650,  60.250,  16.550, 
  12.900,  27.680,  15.620,  45.150,  17.260,  26.850,  23.400,  58.050,  37.800, 106.570,  32.970,   5.990,  26.850,  30.910,  16.180,   9.400,  79.350,  60.100,  16.330, 
  13.290,  27.180,  15.940,  45.350,  17.520,  27.340,  23.870,  58.600,  37.500, 108.070,  33.380,   5.890,  26.930,  30.840,  16.120,   9.800,  80.000,  60.120,  16.790, 
  13.880,  27.350,  16.800,  45.550,  17.460,  26.810,  24.240,  60.000,  38.100, 107.890,  33.340,   5.820,  26.860,  30.115,  16.320,   9.300,  78.250,  60.490,  16.570, 
  13.410,  26.050,  16.000,  44.130,  17.090,  25.600,  23.900,  58.940,  38.000, 102.890,  32.290,   5.410,  26.750,  29.465,  15.490,   8.900,  74.000,  60.030,  15.670, 
  13.010,  25.520,  16.040,  42.220,  16.810,  24.400,  22.860,  53.400,  37.110,  99.540,  31.340,   5.300,  26.200,  29.950,  14.790,   8.330,  70.900,  59.290,  14.440, 
  12.960,  24.200,  16.050,  43.520,  16.690,  25.240,  24.330,  54.370,  36.400,  99.310,  31.440,   5.680,  26.970,  29.025,  15.510,   8.420,  74.050,  60.020,  15.290, 
  13.260,  23.000,  15.810,  42.800,  15.110,  23.770,  23.730,  53.980,  37.570,  96.380,  29.480,   5.300,  26.520,  28.995,  15.260,   8.160,  71.750,  59.550,  14.440, 
  13.070,  23.750,  14.860,  42.400,  15.240,  23.760,  23.670,  52.200,  37.520,  98.450,  29.530,   5.490,  26.950,  29.540,  15.500,   8.070,  73.500,  59.950,  14.460, 
  13.730,  23.600,  14.810,  43.790,  15.600,  25.150,  24.220,  54.140,  38.090,  98.300,  31.020,   5.250,  26.820,  29.275,  16.340,   8.870,  77.500,  60.650,  15.000, 
  14.400,  23.000,  14.160,  43.800,  15.500,  25.320,  23.890,  53.230,  39.200,  97.150,  30.020,   5.360,  26.500,  29.195,  16.530,   9.010,  76.000,  62.100,  14.930, 
  14.270,  23.750,  13.500,  44.240,  14.240,  25.270,  24.200,  49.110,  38.750,  97.830,  29.890,   5.490,  26.380,  29.170,  16.370,   8.660,  77.000,  62.200,  14.550, 
  14.100,  24.800,  12.710,  45.250,  14.270,  24.690,  23.000,  52.050,  38.750,  98.120,  28.550,   5.590,  26.100,  30.685,  16.620,   8.510,  77.700,  62.010,  14.460, 
  15.390,  25.980,  14.010,  45.800,  15.000,  26.440,  23.990,  54.860,  38.500, 103.020,  30.980,   5.780,  26.170,  31.650,  15.990,   8.930,  79.400,  62.810,  16.610, 
  16.480,  27.120,  14.190,  47.610,  16.480,  27.680,  23.560,  59.460,  39.450, 105.900,  31.850,   5.850,  26.850,  31.540,  13.670,   8.670,  80.250,  62.980,  17.810, 
  15.970,  26.700,  14.780,  47.700,  16.510,  27.730,  24.040,  58.710,  40.200, 105.670,  32.700,   5.820,  27.620,  31.815,  13.850,   9.090,  80.300,  60.760,  18.190, 
  16.330,  26.500,  14.480,  48.700,  16.770,  27.940,  24.150,  58.570,  40.500, 106.300,  32.960,   6.230,  28.060,  31.360,  14.140,   9.030,  81.200,  60.900,  18.260, 
